Title,Skills,Experience,Education
Младший аккаунт менеджер,"Деловая переписка, Деловые коммуникации, Договорная работа, Управление коммуникациями, Грамотная письменная речь, Ведение переговоров, Подготовка коммерческих предложений, Сопровождение клиентов, Деловое общение, Организаторские навыки",От 1 года до 3 лет,Not specified
"Senior Data Analyst (AB тестирование, ML модели)","Python, SQL, ML, pandas, Scikit-learn, CatBoost, PyTorch, Greenplum, Trino, Hadoop, PySpark, Apache Hive, Apache Airflow, MLflow, JupyterHub, k8s, Анализ данных, Data Science",От 3 до 6 лет,Not specified
Data Scientist/ ML Engineer на Интеллектуальную платформу коммуникации,"Python, LLM",От 3 до 6 лет,Not specified
Data Engineer,,От 1 года до 3 лет,Not specified
Senior Data Analyst,,От 3 до 6 лет,Not specified
Data Analyst,,От 3 до 6 лет,Not specified
Ведущий BI-аналитик,"Power BI, SQL, MS SQL, Визуализация данных",От 3 до 6 лет,Not specified
Data Engineer,,От 3 до 6 лет,Not specified
Специалист по инфлюенс-маркетингу и ивент-поддержке,"Деловая коммуникация, Деловая переписка, Аналитическое мышление, Организация мероприятий, Работа с большим объемом информации, Документооборот, Influence-маркетинг, Блогеры, Копирайтинг, Маркетинговый анализ",Нет опыта,Not specified
Data Engineer,,От 3 до 6 лет,Not specified
Senior Data Analyst,,От 3 до 6 лет,Not specified
Бизнес-аналитик,"SQL, Аналитическое мышление, Анализ данных",От 3 до 6 лет,Not specified
Специалист по инфлюенс-маркетингу и ивент-поддержке,"Деловая коммуникация, Деловая переписка, Аналитическое мышление, Организация мероприятий, Работа с большим объемом информации, Документооборот, Influence-маркетинг, Блогеры, Копирайтинг, Маркетинговый анализ",Нет опыта,Not specified
Главный аналитик направления (предиктивный анализ в производстве),,От 1 года до 3 лет,Not specified
Data Analyst,,Более 6 лет,Not specified
Data Engineer (Middle),,От 3 до 6 лет,Not specified
ML Data Scientist (Senior),"Python, Machine Learning, Plotly, SQL, Sinara ML",От 3 до 6 лет,Not specified
Middle Data Scientist (Прогноз заказов и оптимизация),"SQL, Python, ML, Airflow, Kubernetes, Docker",От 1 года до 3 лет,Not specified
Customer Supply Chain Senior Analyst / Старший аналитик клиентской цепочки поставок,"Python, SQL, Data Analysis, Анализ данных, R, Power BI, Supply Chain Management, Retail, Customer Needs Analysis",От 3 до 6 лет,Not specified
Системный aналитик,,От 1 года до 3 лет,Not specified
Менеджер продукта ( Data Platform и ML ),,От 3 до 6 лет,Not specified
Data scientist (Валидатор моделей банковской и торговой книг),,От 1 года до 3 лет,Not specified
Аналитик данных,,От 3 до 6 лет,Not specified
Системный аналитик (блок корпоративные функции),"Confluence, Atlassian Jira, Use case, Use Story, Customer Experience, СJM, BPM",От 3 до 6 лет,Not specified
Аналитик данных (Data analyst),"Power BI, Power Query, Power Pivot, Olap (online analytical processing), VBA, SQL, Python",От 1 года до 3 лет,Not specified
SMM- менеджер / Контент-маркетолог (онлайн школа),"Контент-маркетинг, SMM, Работа с большим объемом информации",От 1 года до 3 лет,Not specified
Инженер по информационной безопасности/ Аналитик DLP,"Информационная безопасность, Аудит информационной безопасности, Служебные расследования, DLP (Devicelock, Search Inform, Spector360)",От 1 года до 3 лет,Not specified
Аналитик данных,"SQL, Python",От 1 года до 3 лет,Not specified
Data аналитик/Аналитик DWH,"SQL, Разработка технических заданий, DWH, ETL",От 3 до 6 лет,Not specified
Бизнес-аналитик (commercial excellence),"SQL, Python, Бизнес-анализ, Power BI",От 3 до 6 лет,Not specified
Владелец продуктового направления PLM\PDM,"Управление портфелем продуктов, PDM, PLM, Производственные системы, Руководитель продуктового направления",От 3 до 6 лет,Not specified
Junior Data analyst (Anti-Fraud) / Младший аналитик данных (группа противодействия мошенничеству),"Python, Linux, HTTP, DNS, HTTPS, TCP/IP, pandas, Matpotlib, Numpy, SQL, PostgreSQL",От 1 года до 3 лет,Not specified
"Data Scientist (NLP), middle","Машинное обучение, Python, SQL, MySQL, Clickhouse, PostgreSQL, Numpy, SciPy, sklearn, PyTorch, TensorFlow, Git, Jupyter, Airflow, MLflow",От 1 года до 3 лет,Not specified
Бизнес-аналитик КХД (маркетплейсы),,От 3 до 6 лет,Not specified
Аналитик 1С МСФО,"МСФО, 1С",От 1 года до 3 лет,Not specified
Data Scientist (Прогнозирование спроса и ДЦО Ритейл),"Python, SQL, pandas, Numpy, sklearn, ML, Machine learning",От 1 года до 3 лет,Not specified
Data Scientist Senior,,От 3 до 6 лет,Not specified
Финансовый аналитик ИТ-проектов,"MS Excel, МСФО, РСБУ, Big Data, Подготовка управленческой отчетности, 1С, Power BI, Power Query, SQL",От 1 года до 3 лет,Not specified
Системный аналитик (Test Data Management),"ERD, BPMN, Разработка пользовательской документации, UML, SDLC",От 3 до 6 лет,Not specified
Lead Backend Developer (Python),"Python, Clickhouse, pandas, Numpy, FastAPI",От 3 до 6 лет,Not specified
Data Scientist (LLM),"LLM, NLP, Big Data",От 3 до 6 лет,Not specified
Менеджер по развитию бизнеса (Hybrid),,От 1 года до 3 лет,Not specified
Методолог-аналитик,"Наполнение контентом, Английский язык, Упаковка контента, Обучающие продукты",От 3 до 6 лет,Not specified
Ведущий Data аналитик,"SQL, Python, PostgreSQL, Apache Airflow, pandas, MS Excel",От 3 до 6 лет,Not specified
Менеджер ИТ-проектов (внедрение бизнес-приложений),"MS Project, Atlassian Confluence, Atlassian Jira, Agile Project Management",От 3 до 6 лет,Not specified
Data analyst (колл-центр),"Python, Analytical skills, pandas, Numpy, SQL, Apache Airflow, Superset",От 1 года до 3 лет,Not specified
Руководитель команды Data Science в AI VK,"Python, SQL, Алгоритмы и структуры данных",От 3 до 6 лет,Not specified
Data Analyst (Модерация),"SQL, Python, Redash, Surerset, BI, Clickhouse",От 1 года до 3 лет,Not specified
Data Engineer,"Python, PostgreSQL, Big Data",От 3 до 6 лет,Not specified
Менеджер по исследованиям потребителей / Consumer insights manager / CI Manager,"insights, качественные исследования, количественные исследования, аналитика, Английский язык, Ipsos, Data Mining: GFK, nielsen, consumer insights",От 3 до 6 лет,Not specified
Разработчик (Архитектор данных),"Big Data, Hadoop, Spark, Python, skala",От 3 до 6 лет,Not specified
Менеджер по анализу больших данных (Big Data),"SQL, Python, Spark, PySpark, Hadoop",От 1 года до 3 лет,Not specified
Data Analyst,,От 3 до 6 лет,Not specified
Senior recruiter / Team Lead mass-recruitment (Indonesia),,От 3 до 6 лет,Not specified
Middle+/senior product manager (рекомендательные системы),,От 3 до 6 лет,Not specified
Руководитель отдела развития товарной группы,,Более 6 лет,Not specified
Analyst (BI Team) / Аналитик (Команда BI),"Power BI, DAX, SQL, Основы баз данных, Анализ бизнес-процессов",От 3 до 6 лет,Not specified
DS/ML engineer,"Python, Алгоритмы и структуры данных, SQL, Big Data",От 3 до 6 лет,Not specified
"Data Analyst (блок ""Сеть Продаж"")",,От 1 года до 3 лет,Not specified
Senior Data Analyst,,Нет опыта,Not specified
Senior digital-стратег,,От 3 до 6 лет,Not specified
Категорийный менеджер (Сезонные категории),"Ведение переговоров, Обучение и развитие, Деловое общение, Развитие продаж",От 3 до 6 лет,Not specified
Менеджер в отдел холодных B2B продаж (IT сфера),"Стратегия продаж, Активные продажи, Поиск и привлечение клиентов, Работа с CRM, Заключение договоров, Телефонные переговоры, Организаторские навыки",От 1 года до 3 лет,Not specified
Data Engineer,,От 3 до 6 лет,Not specified
Бизнес-аналитик (внедрение RPA и AI),"Бизнес-анализ, SQL, Разработка бизнес-требований, Анализ бизнес-процессов, Разработка технических заданий, Моделирование бизнес-процессов, Описание бизнес-процессов, Постановка задач разработчикам, Оптимизация бизнес-процессов",От 1 года до 3 лет,Not specified
Аналитик интеграции,"SQL, Аналитика, PostgreSQL, UML, BPMN, SOAP, REST API, JSON, PCI/PA DSS, Operational Data Store",От 3 до 6 лет,Not specified
Data Scientist,"SQL, Python, Olap (online analytical processing), Аналитическое мышление, MS SQL",От 3 до 6 лет,Not specified
Data Engineer (Senior),,От 3 до 6 лет,Not specified
BI-разработчик / Data Engineer (Microsoft Stack),,От 1 года до 3 лет,Not specified
Системный аналитик / System analyst,,Более 6 лет,Not specified
"Менеджер по продажам (Теплые лиды, IT-продукт)","Активные продажи, Теплые продажи, Выявление потребностей",От 1 года до 3 лет,Not specified
Media Buyer (In-App Traffic),"Media Buying, in app, dsp",От 3 до 6 лет,Not specified
Старший продуктовый аналитик,SQL,От 3 до 6 лет,Not specified
Product-manager (EdTech),"Продуктовые метрики, Unit-экономика, Roadmap, Customer Journey Mapping, Kanban, Разработка бизнес-требований, Планирование ресурсов, Product-market fit, Управление ресурсами, Управление бэклогом, Agile, Scrum, Продуктовая стратегия, Приоритизация бэклога, Постановка задач разработчикам, Управление изменениями, CustDev",От 3 до 6 лет,Not specified
Middle Data Analyst,,От 3 до 6 лет,Not specified
Старший Data аналитик,"SQL, Python, Apache Airflow, Анализ данных, MS Excel",От 3 до 6 лет,Not specified
Data Scientist,"Python, SQL",От 1 года до 3 лет,Not specified
Аналитик в отдел маркетинга,"MS Excel, SQL, Маркетинговые исследования, Big Data",От 3 до 6 лет,Not specified
Архитектор КХД,,От 3 до 6 лет,Not specified
Менеджер M&A проектов | Инвестиционный аналитик,,От 1 года до 3 лет,Not specified
Data Scientist (Малый и Микро Бизнес),,От 1 года до 3 лет,Not specified
Data analyst,,От 1 года до 3 лет,Not specified
Consumer Insights Manager / Researcher / Analyst,"опросные количественные исследования и SML, опросные количественные исследования, SML, Consumer Insights manager, BLS, BHT-исследования на онлайн-панелях, BLS-исследования, BHT, онлайн панели, Creative Tests, SML, Ad Hoc, проведение количественных маркетинговых исследований, OMI, Tiburon, SPSS, SML проекты (YouScan, Медиалогия, Brand Analytics)",От 1 года до 3 лет,Not specified
Аналитик E-com,"SQL, Анализ данных, R, Data Science",От 1 года до 3 лет,Not specified
BI-аналитик (Аналитик данных),,От 1 года до 3 лет,Not specified
"Senior Data Analyst (""Рекомендации"")","SQL, Python, A/B тесты",От 3 до 6 лет,Not specified
Senior Product Designer (в Finam.ru),"UX, UI, Дизайн, Figma, Agile Project Management, динамические интерфейсы, Прототипирование, Design, Инфографика",От 3 до 6 лет,Not specified
Продуктовый аналитик в международное направление,"SQL, A/B тесты, Python, Математическая статистика",От 3 до 6 лет,Not specified
MLOps-инженер,"Hadoop, Apache Hive, Apache Spark, МРР, SQL, NoSQL, Gitlab CI/CD, Kubernetes, Python",От 3 до 6 лет,Not specified
BI-аналитик / Аналитик данных,,От 3 до 6 лет,Not specified
Data Analyst,"SQL, Hadoop, Spark, ETL, PostgreSQL, Apache Spark",От 3 до 6 лет,Not specified
Market Research Analyst \ Consultant,"Analytical skills, Research, Fluent English",От 1 года до 3 лет,Not specified
Big Data platform engineer (Middle),,От 1 года до 3 лет,Not specified
Data Scientist NLP (портал gosuslugi.ru),,От 3 до 6 лет,Not specified
Разработчик DWH,,От 3 до 6 лет,Not specified
Консультант SAP BW (DATA инженер),,От 3 до 6 лет,Not specified
Главный инженер - Data Science,,От 1 года до 3 лет,Not specified
Product Analyst,,От 3 до 6 лет,Not specified
Data Engineer,,От 3 до 6 лет,Not specified
Data Engineer в Финтех,,От 3 до 6 лет,Not specified
Ведущий аналитик данных (DWH Lead),"DWH, SQL, Power BI",От 3 до 6 лет,Not specified
Chief Revenue Officer (Chief Digital Commercial Officer),,Более 6 лет,Not specified
Руководитель направления / Ведущий финансовый аналитик (моделирование и юнит-экономика),,От 3 до 6 лет,Not specified
Product manager (Acquisition/Activation) в платформу управления облаками Cloudmaster,,От 3 до 6 лет,Not specified
Архитектор ETL,,От 3 до 6 лет,Not specified
Middle iOS developer / iOS разработчик,"iOS, Swift",От 1 года до 3 лет,Not specified
User Acquisition Manager,"AppsFlyer, Google Ads, Unity, Ironsource, DSP, Data Lens, TikTok Ads, Facebook Ads",От 3 до 6 лет,Not specified
Data Engineer/Data аналитик,,От 3 до 6 лет,Not specified
Techlead/Senior Analyst,,От 3 до 6 лет,Not specified
Аналитик-разработчик (Data Scientist) в службу аналитики роста рекламы,"Python, SQL, Scikit-learn, A/B тесты",От 3 до 6 лет,Not specified
Бизнес-аналитик,"Бизнес-анализ, Реинжиниринг бизнес-процессов, Моделирование бизнес-процессов, Описание бизнес-процессов, Разработка бизнес-требований, IDEF0, BPMN, EPC, Разработка функциональных требований, SQL, Анализ бизнес-процессов",От 3 до 6 лет,Not specified
Старший разработчик Hadoop/Cloudera,,От 1 года до 3 лет,Not specified
Руководитель направления ИТ-аудитов,"Аналитическое мышление, Аудит, Аудит ИТ",Более 6 лет,Not specified
Менеджер спецпроектов (Дирекция цифрового контента),,От 1 года до 3 лет,Not specified
Руководитель вертикалей продаж,,От 1 года до 3 лет,Not specified
Руководитель группы программатик рекламы\ Programmatic Group Head,"Programmatic, Маркетинговые коммуникации, Медиапланирование, Анализ эффективности маркетинговых кампаний, Маркетинговые метрики, Запуск маркетинговых кампаний, Яндекс.Метрика",От 3 до 6 лет,Not specified
Data Scientist middle/senior,"Python, Hadoop, Big Data, Machine Learning",От 3 до 6 лет,Not specified
Руководитель отдела аналитики оборотного капитала,"Оборотный капитал, MS Excel, Автоматизация, Руководство коллективом, Финансовая стратегия",От 3 до 6 лет,Not specified
LLМ-разработчик,,От 3 до 6 лет,Not specified
TechPresale,,От 3 до 6 лет,Not specified
Senior Data scientist / Старший эконометрист,"Python, SQL, R, Эконометрика, Marketing mix modeling",От 1 года до 3 лет,Not specified
Системный аналитик,,От 1 года до 3 лет,Not specified
Senior Data Analyst (Supply),"Python, SQL, A/B тесты",От 3 до 6 лет,Not specified
Senior Marketing Analyst,"AppsFlyer, Power BI, Когортный анализ, SQL, Clickhouse",От 3 до 6 лет,Not specified
Менеджер проектов (Big Data),"MS PowerPoint, Аналитические исследования, MS Access, Анализ данных",От 1 года до 3 лет,Not specified
Инженер данных в команду аналитики продаж рекламы,"SQL, Python, ETL, Spark, Hadoop, Apache Hive",От 3 до 6 лет,Not specified
"Senior Product Manager, RX","Английский язык, Market Research, Analytical skills",От 3 до 6 лет,Not specified
Data Engineer,"Python, SQL, UML, Qlik Sense, Linux, MS SQL, Big Data, Математическая статистика, Теория вероятностей, ETL, PostgreSQL, Telegram, Draw.io, MS Excel, Gitlab, Docker, Atlassian Confluence, Power BI, DataLens, DWH, API, Data Analysis",От 1 года до 3 лет,Not specified
Data Analyst (Группа аналитики ключевых показателей),"SQL, Python, Конкурентная аналитика, конкурентный анализ",От 3 до 6 лет,Not specified
DWH разработчик (трайб Data office),,От 3 до 6 лет,Not specified
"Менеджер по продажам (Теплая база, IT-продукт)","Телефонные переговоры, Управление знаниями‎, B2B Продажи",От 1 года до 3 лет,Not specified
Premium Services & Support Analytics Team Lead,,От 3 до 6 лет,Not specified
Data Steward,"Big Data, DWH, Data Governance, Data Lake, BI, Data Mesh, Data Catalog, Business Glossary, Data Steward",От 1 года до 3 лет,Not specified
Бизнес-аналитик (аналитика рыночных данных),"Python, SQL, Data Science, IQVIA, Прогнозирование рынка, Моделирование рынка",От 1 года до 3 лет,Not specified
Data Engineer / Ведущий аналитик данных,"SQL, Appmetrica, Яндекс.Метрика",От 1 года до 3 лет,Not specified
Старший финансовый аналитик (СТМ/Импорт),"Финансовое моделирование, Финансовый анализ, MS Excel, Аналитический склад ума, Аналитическое мышление, Импорт",От 3 до 6 лет,Not specified
"Стажер (Группа по предоставлению услуг в области компьютерной криминалистики, Forensic Technology)","Информационная безопасность, Информационные технологии, SQL, Английский язык",От 1 года до 3 лет,Not specified
Лид продуктовой аналитики,,От 3 до 6 лет,Not specified
Consultant/Market Analyst,,От 3 до 6 лет,Not specified
Руководитель по Инициативам Цифровой Трансформации в ДМС (продажи решений для страховых компаний),,Более 6 лет,Not specified
Product Analytics Team Lead,"SQL, A/B тесты, Data Analysis",От 3 до 6 лет,Not specified
Менеджер по защите персональных данных (DPO),"Информационная безопасность, Тестирование безопасности, Защита персональных данных, Разработка внутренней документации, Служебные расследования, Английский язык, Управление информационной безопасностью, Разработка политики информационной безопасности, Аудит информационной безопасности",От 3 до 6 лет,Not specified
CRM-маркетолог,,От 1 года до 3 лет,Not specified
Senior Data Scientist (розничное кредитование),"Python, SQL, ML, Big Data",От 3 до 6 лет,Not specified
Python разработчик (продукты e-com),"Python, PostgreSQL, Django Framework, Apache Kafka, RabbitMQ, Celery",От 3 до 6 лет,Not specified
"Старший менеджер по транспортно-складским операциям - г. Москва, деревня Лешково",,От 3 до 6 лет,Not specified
Системный архитектор ML,"Python, Базы данных, Математическая статистика, Математическое программирование, Big Data, DataLake, pandas, Numpy, DWH, Docker, Kubernetes, MLflow, Kubeflow, Spark, Hadoop, Flink",От 3 до 6 лет,Not specified
Senior/Team Lead Data Scientist,,От 3 до 6 лет,Not specified
Senior Product,,Более 6 лет,Not specified
Data Scientist (NLP),"Data Science, Machine Learning, NLP",От 3 до 6 лет,Not specified
Data Analyst (проект Честный знак),"SQL, Python, DAX, ETL",От 3 до 6 лет,Not specified
Digital-маркетолог,,От 1 года до 3 лет,Not specified
System Analyst,,От 3 до 6 лет,Not specified
Веб-аналитик,,От 1 года до 3 лет,Not specified
BI разработчик (Qlik Sense),,От 1 года до 3 лет,Not specified
Аналитик-разработчик в команду Meta DWH,"Python, SQL, DWH",От 1 года до 3 лет,Not specified
"Data Scientist (блок ""В2С"")",,От 3 до 6 лет,Not specified
Head of Data Technology,Английский язык,Более 6 лет,Not specified
UX/UI-дизайнер аналитических систем,"UX, UI, Создание дизайн-системы, Разработка дизайн-концепции, Figma, Adobe Photoshop",От 3 до 6 лет,Not specified
Ведущий аналитик в офис CDO (управление данными\data governance),Data Governance,От 3 до 6 лет,Not specified
Портфельный риск-менеджер,"SQL, MS Excel, Python, Power BI, Ad Hoc Analysis",От 1 года до 3 лет,Not specified
Senior Product Manager onco,,От 1 года до 3 лет,Not specified
Product Analyst (B2B-API Team),"SQL, Big Data, Tableau, Python",От 1 года до 3 лет,Not specified
Менеджер по продажам B2B,"Работа с CRM, Работа с клиентами, Заключение договоров, B2B Продажи, Инструменты маркетплейсов",От 1 года до 3 лет,Not specified
Руководитель категории,"Ведение переговоров, Обучение и развитие, Деловое общение, Развитие продаж",От 3 до 6 лет,Not specified
CRM Data Analyst / Аналитик экосистемы данных и CRM,"CDP, Customer Data, Big Data, Mindbox, Data Mining, Sendsay, Unisender, SQL, Power BI, Python",От 3 до 6 лет,Not specified
"Старший менеджер по продажам (Запчасти, Нефтехимия, ВЭД в г. Москва)",,От 3 до 6 лет,Not specified
Архитектор,"ИТ-архитектура, Архитектурные артефакты, Микросервисная архитектура, Проектирование высоконагруженных систем, Enterprise Architect, Architecture Framework",От 3 до 6 лет,Not specified
ML Engineer,,От 3 до 6 лет,Not specified
Product owner / Менеджер продукта / Продуктолог,,От 1 года до 3 лет,Not specified
Программист аналитик 1С + SQL,"1С8, Transact-SQL, MS SQL, PostgreSQL, MS SQL Server, 1С с SQL, 1С программирование, Умение слушать, Желание работать и развиваться",От 3 до 6 лет,Not specified
Head of SEO (External Focus) | Руководитель стратегического SEO-развития,"SEO, SEO оптимизация, Google Analytics, Интернет маркетинг, Аудит поисковой видимости сайта, Управление командой, Стратегическое мышление",Более 6 лет,Not specified
Product analyst (Цифровые продукты),"Analytical skills, SQL, Appmetrica, SuperSet, Python, Greenplum, Clickhouse",От 1 года до 3 лет,Not specified
Продуктовый аналитик,"UML, BPMN, ORACLE, SQL, SOAP, Kafka, REST, BI, ChatGPT, GigaChat",От 1 года до 3 лет,Not specified
Senior Data engineer,"Python, SQL, Apache Airflow, Spark, Hadoop, Big Data, Инженер больших данных, Data engineer",От 1 года до 3 лет,Not specified
Product Lead (Acquisition),,От 3 до 6 лет,Not specified
SEO - аналитик (МТС AdTech),,От 1 года до 3 лет,Not specified
Аналитик доли Поиска,"SQL, Python",От 3 до 6 лет,Not specified
Sales Expert (Self service),,От 1 года до 3 лет,Not specified
Python (Django) Backend разработчик (мидл),"Python, Django Framework, Celery, Docker, UnitTest, SQL",От 3 до 6 лет,Not specified
Руководитель группы (внедрение ПВР-моделей),,От 1 года до 3 лет,Not specified
Бизнес-аналитик в Управление продаж в корпоративном канале,,От 1 года до 3 лет,Not specified
Старший портфельный риск-менеджер (розничный бизнес),"Риск-менеджмент, Анализ рисков, SQL, Портфельные риски, Портфельный анализ",От 3 до 6 лет,Not specified
Стажер\Programmatic assistant,"Английский язык, Аналитическое мышление, MS PowerPoint, Подготовка презентаций, Сбор и анализ информации, Документооборот",Нет опыта,Not specified
Product Analyst (Fullfillment),"SQL, Python, Tableau, Data Analysis",От 3 до 6 лет,Not specified
Data Science разработчик,,От 3 до 6 лет,Not specified
Senior Java разработчик/Team Lead (IoT Hub),"Java SE, Spring Framework, Проектирование высоконагруженных систем, Микросервисная архитектура, CI/CD, Apache Kafka, RabbitMQ, Docker, Kubernetes, Сетевые протоколы",Более 6 лет,Not specified
Руководитель отдела привлечения поставщиков (Импорт),,Более 6 лет,Not specified
"Менеджер по развитию бизнеса (B2B, IT/Outstaff, part-time)",,Более 6 лет,Not specified
Руководитель анализа данных QS,,От 3 до 6 лет,Not specified
HR Data & Compensation Strategy Lead,,От 1 года до 3 лет,Not specified
Product Manager / Менеджер продукта (M2M/Telecom),"Product Management, Разработка бизнес-требований, Разработка технических заданий, M2M, IoT",От 3 до 6 лет,Not specified
Аналитик данных (Big Data),,От 3 до 6 лет,Not specified
Маркетолог (E-comm),"Запуск маркетинговых кампаний, Разработка маркетинговых кампаний, Управление проектами, Email-маркетинг, Автоматизация маркетинговых кампаний, Запуск PR-кампании",От 1 года до 3 лет,Not specified
"Старший менеджер по продажам (Запчасти, Нефтехимия, ВЭД, г. Уфа)",,От 3 до 6 лет,Not specified
Senior Data Analyst (Оценка эффектов),"Python, SQL, ML, pandas, Scikit-learn, CatBoost, PyTorch, Greenplum, Trino, Hadoop, PySpark, Apache Hive, Apache Airflow, MLflow, JupyterHub, K8s, Анализ данных",От 3 до 6 лет,Not specified
Заместитель финансового директора,,Более 6 лет,Not specified
Staff engineer (Spark),"Spark, Greenplum, MS SQL, Python, Kubernetes, Java, Big Data, Apache Spark",Более 6 лет,Not specified
BI-разработчик / Data-инженер (MS SQL + Power BI),"MS SQL Server, PostgreSQL, Power BI, Apache Airflow",От 3 до 6 лет,Not specified
Senior Product Analyst ( Uzum Nasiya),"MS SQL, Python, Clickhouse, Событийная аналитика",От 3 до 6 лет,Not specified
Business development manager (Self service),,От 1 года до 3 лет,Not specified
Data Engineer,,От 3 до 6 лет,Not specified
DevOps-инженер / Hadoop (Трайб Data Office),,От 1 года до 3 лет,Not specified
Руководитель проектов,,От 3 до 6 лет,Not specified
"Senior Data Analyst [CVM B2B, МТС Веб Сервисы]",,От 3 до 6 лет,Not specified
Методолог IT процессов,,От 3 до 6 лет,Not specified
Senior Data Analyst / TechLead,"SQL, Python, Data Analysis, Управление проектами, Менторство",От 3 до 6 лет,Not specified
Data аналитик,,От 3 до 6 лет,Not specified
Data Engineer (сервисы мониторинга),,От 1 года до 3 лет,Not specified
IT Operations Specialist / Специалист по ИТ-поддержке,"Английский язык, SQL, Python",От 1 года до 3 лет,Not specified
Ведущий специалист (DATA SCIENCE),,От 1 года до 3 лет,Not specified
BI Analyst,"SQL, Tableau",От 3 до 6 лет,Not specified
BI-разработчик,"Power BI, OLAP, SQL, Oracle Pl/SQL, MS Excel, MS SQL",От 3 до 6 лет,Not specified
LLМ Developer,,От 1 года до 3 лет,Not specified
Старший аналитик (data analyst / data scientist)в управление планирования и прогнозирования,"Анализ данных, Аналитическое мышление, Статистический анализ, SQL, Python, MS Excel, Olap (online analytical processing)",От 3 до 6 лет,Not specified
Разработчик GreenPlum (ETL процессы),"PostgreSQL, Greenplum, Apache Airflow, Apache NiFi, Apache Kafka, Python, ETL, ORACLE",От 1 года до 3 лет,Not specified
Information Security Specialist - Card Processing,"PCI DSS, SIEM, DevSecOps, Информационная безопасность, Английский язык, Аудит информационной безопасности, Разработка политики информационной безопасности, Information Security, Payments",От 3 до 6 лет,Not specified
Data Engineer,,От 3 до 6 лет,Not specified
Senior Performance manager,"Контекстная реклама, Интернет маркетинг, Медиапланирование, Запуск контекстных кампаний, Яндекс.Директ, Автоматизация контекстных кампаний, Инструменты маркетплейсов, MS Excel",От 1 года до 3 лет,Not specified
DBA/DBD (Администратор Баз Данных),"Linux, MS SQL, PostgreSQL, Администрирование",От 3 до 6 лет,Not specified
Руководитель проекта (финмоделирование),,От 1 года до 3 лет,Not specified
Аналитик данных (middle),,От 3 до 6 лет,Not specified
Бизнес-аналитик в направление продаж,"Бизнес-анализ, Анализ бизнес-процессов, Моделирование бизнес-процессов, Системный анализ, Разработка бизнес-требований, Описание бизнес-процессов, Реинжиниринг бизнес-процессов, MS Excel, Постановка задач разработчикам, Разработка технических заданий, Английский язык, Разработка пользовательской документации",От 3 до 6 лет,Not specified
Аналитик данных/Продуктовый аналитик/Data Scientist (Python),Python,От 3 до 6 лет,Not specified
Продуктовый аналитик (junior+/middle-),"SQL, Продуктовые метрики, BI, Статистический анализ",От 1 года до 3 лет,Not specified
Разработчик DWH(GreenPlum),"SQL, Greenplum, PostgreSQL, PL/pgSQL, ORACLE",От 3 до 6 лет,Not specified
Middle+ / Senior ML-инженер,"Big Data, pandas, Математическая статистика, SQL, Git, ETL, Hadoop, Java, Python, Groovy, Atlassian Jira, Atlassian Confluence",Более 6 лет,Not specified
Data Engineer,,От 3 до 6 лет,Not specified
1C Analyst / 1C Аналитик,,От 1 года до 3 лет,Not specified
Телемаркетолог,"Телефонные переговоры, Работа с CRM, Работа с клиентами",От 1 года до 3 лет,Not specified
Data Engineer,,От 3 до 6 лет,Not specified
Руководитель по внедрению решений продвинутой аналитики/ Product Owner AI (Data science CRM),,Более 6 лет,Not specified
Директор по данным / Chief Data Officer,,Более 6 лет,Not specified
Менеджер по работе с клиентами (Up-sale),,От 1 года до 3 лет,Not specified
Младший финансовый аналитик по функциональным затратам,,От 3 до 6 лет,Not specified
Data Analyst (middle),,От 3 до 6 лет,Not specified
Senior ML Engineer,,Более 6 лет,Not specified
Главный бизнес-аналитик (кластеризация магазинов),,От 3 до 6 лет,Not specified
Business Development Manager/BDM (направление региональных продаж),,От 1 года до 3 лет,Not specified
Маркетолог-аналитик,"Прогноз рынка, Статистический анализ, Анализ рынка, SQL, Прогнозирование, Python",От 1 года до 3 лет,Not specified
Директор Департамента Рисков и Аналитики (Collection),,Более 6 лет,Not specified
Системный аналитик (Интеграционная шина),"Бизнес-анализ, Разработка технических заданий, Моделирование бизнес-процессов, Постановка задач разработчикам, Интеграция, Big Data, Power BI",От 3 до 6 лет,Not specified
Системный аналитик DWH / Системный аналитик ХД,"SQL, DWH, ETL, Atlassian Confluence, Atlassian Jira, Английский язык",От 1 года до 3 лет,Not specified
Senior/Lead Java-разработчик (Sber.DS Lab),,Более 6 лет,Not specified
Системный аналитик,,От 1 года до 3 лет,Not specified
Data Scientist NLP (Центр модельных рисков розничного бизнеса),,От 1 года до 3 лет,Not specified
Data engineer/Data аналитик,,От 3 до 6 лет,Not specified
Аналитик по развитию и поддержке бизнес-приложений (проекты ЭДО),"Бизнес-анализ, User Story, Моделирование бизнес процессов, Описание бизнес-процессов, Анализ требований, Оптимизация бизнес-процессов, Автоматизация бизнес-процессов, Разработка пользовательской документации",От 3 до 6 лет,Not specified
Data-аналитик,,От 3 до 6 лет,Not specified
Warehouse Operations Responsible / Data Analyst,"Supply Chain Management, Analytical skills, Warehouse Management, MS PowerPoint, MS Excel",От 1 года до 3 лет,Not specified
Tech Lead (GreenPlum),"Greenplum, DWH, ETL, PostgreSQL, Data Vault 2.0",Более 6 лет,Not specified
Product Owner (Data Science / Anti-fraud),,Более 6 лет,Not specified
Cтарший аналитик M&A,,От 3 до 6 лет,Not specified
